,index,ID,Variables,Original scale,Recoded “positive” scale,list_answer_options,applies_to
246,60,Q241- 249,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,No changes,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",Q247
247,60,Q241- 249,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,No changes,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",Q248
248,60,Q241- 249,Essential features of democracy,1=Not an essential feature 2 3 4 5 6 7 8 9 10=Essential feature,No changes,"['1=Not an essential feature ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Essential feature']",Q249
249,61,Q250,Importance of democracy,1=Not at all important 2 3 4 5 6 7 8 9 10=Absolutely important,No changes,"['1=Not at all important ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Absolutely important']",Q250
250,62,Q251,Perceived democraticness,1=Not at all democratic 2 3 4 5 6 7 8 9 10=Completely democratic,No changes,"['1=Not at all democratic ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely democratic']",Q251
251,63,Q252,Satisfaction with the political system,1=Not at all satisfied 2 3 4 5 6 7 8 9 10=Completely satisfied,No changes,"['1=Not at all satisfied ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely satisfied']",Q252
252,64,Q253,Respect for human rights,1=A great deal 2=Fairly much 3=Not much 4=No respect at all,4=A great deal 3=Fairly much 2=Not much 1=No respect at all,"['1=A great deal ', '2=Fairly much ', '3=Not much ', '4=No respect at all']",Q253
253,65,Q254,National pride,1=Very proud 2=Quite proud 3=Not very proud 4=Not at all proud,4=Very proud 3=Quite proud 2=Not very proud 1=Not at all proud,"['1=Very proud ', '2=Quite proud ', '3=Not very proud ', '4=Not at all proud']",Q254
254,66,Q255- 259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,4=Very close 3=Close 2=Not very close 1=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",Q255
255,66,Q255- 259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,4=Very close 3=Close 2=Not very close 1=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",Q256
256,66,Q255- 259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,4=Very close 3=Close 2=Not very close 1=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",Q257
257,66,Q255- 259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,4=Very close 3=Close 2=Not very close 1=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",Q258
258,66,Q255- 259,Identity levels,1=Very close 2=Close 3=Not very close 4=Not close at all,4=Very close 3=Close 2=Not very close 1=Not close at all,"['1=Very close ', '2=Close ', '3=Not very close ', '4=Not close at all']",Q259
