,question_ID,full_question_ID,question,applies_to,Variables,Original scale,list_answer_options,list_answer_no_refusal,len_answer_options,odd_answer_options,list_answer_no_middle
50,Q48,Q48,"How much freedom of choice and control Some people feel they have completely free choice and control over their lives, while other people feel that what they do has no real effect on what happens to them. Please use this scale where a meansnone at alland pm meansa great dealto indicate how much freedom of choice and control you feel you have over the way your life turns out. ",Q48,Control over your life,10-points scale,"['10.- A great deal ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- None at all ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['10.- A great deal ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- None at all ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown']",22,False,"['10.- A great deal ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- None at all ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown']"
51,Q49,Q49,"Satisfaction with your life All things considered, how satisfied are you with your life as a whole these days? ",Q49,Life satisfaction,10-points scale,"['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available']",22,False,"['10.- Completely satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Completely dissatisfied     ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Not available']"
52,Q50,Q50,"Satisfaction with financial situation of household How satisfied are you with the financial situation of your household? Ifameans you are completely dissatisfied on this scale, andofmeans you are completely satisfied, where would you put your satisfaction with your householda financial situation? ",Q50,Financial satisfaction,10-points scale,"['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown']",22,False,"['10.- Satisfied ', '9.- ', '9 ', '8.- ', '8 ', '7.- ', '7 ', '6.- ', '6 ', '5.- ', '5 ', '4.- ', '4 ', '3.- ', '3 ', '2.- ', '2 ', '1.- Dissatisfied ', '-1-.- Don´t know ', '-2-.- No answer ', '-4-.- Not asked ', '-5-.- Missing; Unknown']"
53,Q51,Q51,"Frequency youfamilylast of monthGone without enough food to eat In the last of months, how often have you or your family: Gone without enough food to eat",Q51,Lived poverty index,1=Often 2=Sometimes 3=Rarely 4=Never,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']",4,False,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']"
54,Q52,Q52,"Frequency youfamilylast of monthFelt unsafe from crime in your own home In the last of months, how often have you or your family: Felt unsafe from crime in your own home",Q52,Lived poverty index,1=Often 2=Sometimes 3=Rarely 4=Never,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']",4,False,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']"
55,Q53,Q53,"Frequency youfamilylast of monthGone without needed medicine or treatment that you needed In the last of months, how often have you or your family: Gone without needed medicine or treatment that you needed",Q53,Lived poverty index,1=Often 2=Sometimes 3=Rarely 4=Never,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']",4,False,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']"
56,Q54,Q54,"Frequency youfamilylast of monthGone without a cash income In the last of months, how often have you or your family: Gone without a cash income",Q54,Lived poverty index,1=Often 2=Sometimes 3=Rarely 4=Never,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']",4,False,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']"
57,Q55,Q55,"In the last of month, how often have you or your family: Gone without a safe shelter over your head In the last of months, how often have you or your family: Gone without a safe shelter over your head",Q55,Lived poverty index,1=Often 2=Sometimes 3=Rarely 4=Never,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']",4,False,"['1=Often ', '2=Sometimes ', '3=Rarely ', '4=Never']"
58,Q56,Q56,"Standard of living comparing with your parents Comparing your standard of living with your parentsstandard of living when they were about your age, would you say that you are better off, worse off or about the same? ",Q56,Life comparing to your parents,1=Better off 2=Worse off 3=Or about the same,"['1=Better off ', '2=Worse off ', '3=Or about the same', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Better off ', '2=Worse off ', '3=Or about the same']",3,True,"['1=Better off ', '2=Worse off ', '3=Or about the same']"
59,Q57,Q57,"Most people can be trusted Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people? ",Q57,Generalized trust,1=Most people can be trusted 2=Can’t be too careful,"['1=Most people can be trusted ', '2=Can’t be too careful', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Most people can be trusted ', '2=Can’t be too careful']",2,False,"['1=Most people can be trusted ', '2=Can’t be too careful']"
60,Q58,Q58,"How much you trust: Your family Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your family",Q58,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
61,Q59,Q59,"Trust: Your neighbourhood Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your neighbourhood",Q59,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
62,Q60,Q60,"Trust: People you know personally Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you know personally",Q60,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
63,Q61,Q61,"Trust: People you meet for the first time Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you meet for the first time",Q61,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
64,Q62,Q62,"Trust: People of another religion Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another religion",Q62,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
65,Q63,Q63,"Trust: People of another nationality Ia like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another nationality",Q63,Interpersonal trust (family etc.),1=Trust completely 2=Trust somewhat 3=Do not trust very much 4=Do not trust at all,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']",4,False,"['1=Trust completely ', '2=Trust somewhat ', '3=Do not trust very much ', '4=Do not trust at all']"
66,Q64,Q64,"Confidence: Churches I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Churchesmosque, temple etc",Q64,Institutional trust,1=A great deal 2=Quite a lot 3=Not very much 4=None at all,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']",4,False,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']"
67,Q65,Q65,"Confidence: Armed Forces I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces",Q65,Institutional trust,1=A great deal 2=Quite a lot 3=Not very much 4=None at all,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']",4,False,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']"
68,Q66,Q66,"Confidence: The Press I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The press",Q66,Institutional trust,1=A great deal 2=Quite a lot 3=Not very much 4=None at all,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', '-1=Don´t know', '-2=No answer', '-4=Not asked in this country', '-5=Missing; Not available']","['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']",4,False,"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all']"
